,raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover.1,cloud_base_ft_agl.1,sky_cover.2,cloud_base_ft_agl.2,sky_cover.3,cloud_base_ft_agl.3,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
177,KVUJ 091245Z AUTO 00000KT 10SM CLR 13/11 A3010 RMK AO2 T01290111,KVUJ,2024-10-09T12:45:00Z,35.4173,-80.1508,12.9,11.1,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,174.0
178,KUES 091245Z 00000KT 10SM CLR 05/04 A3012,KUES,2024-10-09T12:45:00Z,43.0425,-88.2465,5.0,4.0,0,0.0,,10+,30.12,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,273.0
179,KTTS 091245Z AUTO 09009KT 10SM -RA BKN005 BKN036 BKN044 25/23 A2978 RMK AO2 CIG 005V009 SLP089 $,KTTS,2024-10-09T12:45:00Z,28.5987,-80.6815,25.0,23.0,90,9.0,,10+,29.78,1008.9,,True,True,True,,,,,-RA,BKN,500.0,BKN,3600.0,BKN,4400.0,,,IFR,,,,,,,,,,,,SPECI,1.0
180,KTTA 091245Z AUTO 00000KT 10SM CLR 11/11 A3005 RMK AO2 T01110111,KTTA,2024-10-09T12:45:00Z,35.5762,-79.1035,11.1,11.1,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,71.0
181,KSWF 091245Z 00000KT 10SM OVC070 10/07 A2993,KSWF,2024-10-09T12:45:00Z,41.5045,-74.0999,10.0,7.0,0,0.0,,10+,29.93,,,,,,,,,,,OVC,7000.0,,,,,,,VFR,,,,,,,,,,,,METAR,139.0
182,KSVH 091245Z AUTO 00000KT 10SM CLR 13/10 A3008 RMK AO2 T01340102,KSVH,2024-10-09T12:45:00Z,35.7635,-80.9473,13.4,10.2,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,286.0
183,KSUT 091245Z AUTO 01007KT 10SM CLR 17/13 A3000 RMK AO2 T01660132,KSUT,2024-10-09T12:45:00Z,33.9292,-78.0722,16.6,13.2,10,7.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
184,KSIF 091245Z AUTO 00000KT 10SM CLR 10/10 A3008 RMK AO2 T01030098,KSIF,2024-10-09T12:45:00Z,36.4408,-79.8544,10.3,9.8,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206.0
185,KSCR 091245Z AUTO 00000KT 10SM CLR 12/10 A3006 RMK AO2 T01160102,KSCR,2024-10-09T12:45:00Z,35.7058,-79.5051,11.6,10.2,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
186,KRYN 091245Z 1306KT 10SM CLR 20/03 A2996,KRYN,2024-10-09T12:45:00Z,32.1418,-111.177,20.0,3.0,,,,10+,29.96,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,731.0
187,KRUQ 091245Z AUTO 00000KT 10SM CLR 11/11 A3007 RMK AO2 T01090105,KRUQ,2024-10-09T12:45:00Z,35.6441,-80.5236,10.9,10.5,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,231.0
188,KRHP 091245Z AUTO 00000KT 10SM CLR A3009 RMK AO2,KRHP,2024-10-09T12:45:00Z,35.1939,-83.8618,,,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,515.0
189,KRCZ 091245Z AUTO 00000KT 10SM CLR 13/10 A3004 RMK AO2 T01280100,KRCZ,2024-10-09T12:45:00Z,34.8955,-79.7576,12.8,10.0,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,110.0
190,KPGV 091245Z AUTO 00000KT 7SM CLR 13/12 A3003 RMK AO2,KPGV,2024-10-09T12:45:00Z,35.6374,-77.3851,13.0,12.0,0,0.0,,7,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
191,KOCW 091245Z AUTO 35005KT 10SM CLR 15/13 A3003 RMK AO2 T01470125,KOCW,2024-10-09T12:45:00Z,35.5703,-77.05,14.7,12.5,350,5.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
192,KMWA 091245Z 00000KT 20SM CLR 09/08 A3012,KMWA,2024-10-09T12:45:00Z,37.7544,-89.0118,9.0,8.0,0,0.0,,20,30.12,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,142.0
193,KMQI 091245Z AUTO 05008KT 10SM CLR 19/09 A3001 RMK AO2 T01940091,KMQI,2024-10-09T12:45:00Z,35.9188,-75.6989,19.4,9.1,50,8.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
194,KMLB 091245Z 09011G21KT 2 1/2SM R09R/2400VP6000FT VCTS -RA BR FEW007 BKN015 OVC029 25/24 A2978 RMK AO2 LTG DSNT NW P0074 T02500244,KMLB,2024-10-09T12:45:00Z,28.0997,-80.6356,25.0,24.4,90,11.0,21.0,2.5,29.78,,,,True,,,,,,VCTS -RA BR,FEW,700.0,BKN,1500.0,OVC,2900.0,,,IFR,,,,,,,,,,,,SPECI,7.0
195,KMCZ 091245Z AUTO 00000KT 10SM CLR 14/13 A3003 RMK AO2 T01370128,KMCZ,2024-10-09T12:45:00Z,35.862,-77.178,13.7,12.8,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
196,KMCF 091245Z AUTO 05014G20KT 5SM HZ SCT006 BKN065 M M RMK AO2 SLPNO RVRNO FZRANO $,KMCF,2024-10-09T12:45:00Z,27.8598,-82.5133,,,50,14.0,20.0,5,0.0,,,True,True,True,,,True,,HZ,SCT,600.0,BKN,6500.0,,,,,MVFR,,,,,,,,,,,,SPECI,3.0
197,KLOT 091245Z 14003KT 10SM CLR 09/09 A3009,KLOT,2024-10-09T12:45:00Z,41.6031,-88.1017,9.0,9.0,140,3.0,,10+,30.09,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,205.0
198,KLHZ 091245Z AUTO 00000KT 10SM CLR 11/10 A3006 RMK AO2,KLHZ,2024-10-09T12:45:00Z,36.0229,-78.3341,11.0,10.0,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,104.0
199,KJVL 091245Z 00000KT 6SM HZ CLR 06/06 A3008,KJVL,2024-10-09T12:45:00Z,42.6213,-89.0419,6.0,6.0,0,0.0,,6,30.08,,,,,,,,,,HZ,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,244.0
200,KJNX 091245Z AUTO 00000KT 10SM CLR 12/12 A3004 RMK AO2,KJNX,2024-10-09T12:45:00Z,35.5369,-78.3934,12.0,12.0,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
201,KHNZ 091245Z AUTO 00000KT 10SM CLR 12/11 A3005 RMK AO2 T01170112,KHNZ,2024-10-09T12:45:00Z,36.3635,-78.5289,11.7,11.2,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,158.0
202,KHBI 091245Z AUTO 00000KT 10SM CLR 11/10 A3008 RMK AO2 T01060096,KHBI,2024-10-09T12:45:00Z,35.6527,-79.8942,10.6,9.6,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
203,KGYY 091245Z 00000KT 10SM CLR 06/06 A3006,KGYY,2024-10-09T12:45:00Z,41.6121,-87.4091,6.0,6.0,0,0.0,,10+,30.06,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179.0
204,KFQD 091245Z AUTO 00000KT 10SM CLR 13/09 A3009 RMK AO2,KFQD,2024-10-09T12:45:00Z,35.43,-81.936,13.0,9.0,0,0.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,325.0
205,KF95 091245Z AUTO 10SM FEW065 FEW085 20/20 A2986 RMK AO2,KF95,2024-10-09T12:45:00Z,30.4881,-85.1148,20.0,20.0,,,,10+,29.86,,,True,True,,,,,,,FEW,6500.0,FEW,8500.0,,,,,VFR,,,,,,,,,,,,METAR,45.0
206,KEXX 091245Z AUTO 32003KT 10SM CLR 11/11 A3007 RMK AO2 T01140114,KEXX,2024-10-09T12:45:00Z,35.7804,-80.3084,11.4,11.4,320,3.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,221.0
207,KDPL 091245Z AUTO 00000KT 5SM BR CLR 11/11 A3003 RMK AO2,KDPL,2024-10-09T12:45:00Z,34.9994,-77.9799,11.0,11.0,0,0.0,,5,30.03,,,True,True,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,39.0
208,KDMW 091245Z AUTO 24007KT 10SM CLR 12/07 A2997 RMK AO2,KDMW,2024-10-09T12:45:00Z,39.61,-77.007,12.0,7.0,240,7.0,,10+,29.97,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,239.0
209,KCTZ 091245Z AUTO 00000KT 10SM CLR 12/12 A3004 RMK AO2 T01220122,KCTZ,2024-10-09T12:45:00Z,34.9752,-78.3627,12.2,12.2,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,43.0
210,KCPC 091245Z AUTO 00000KT 10SM CLR 15/12 A3003 RMK AO2 T01450120,KCPC,2024-10-09T12:45:00Z,34.2753,-78.7146,14.5,12.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,27.0
211,KCGS 091245Z AUTO 00000KT 10SM CLR 11/09 A3000 RMK AO2 T01080094,KCGS,2024-10-09T12:45:00Z,38.9806,-76.9251,10.8,9.4,0,0.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
212,KCGF 091245Z 32007KT 10SM SCT037 12/05 A3006,KCGF,2024-10-09T12:45:00Z,41.566,-81.4827,12.0,5.0,320,7.0,,10+,30.06,,,,,,,,,,,SCT,3700.0,,,,,,,VFR,,,,,,,,,,,,METAR,265.0
213,KCGE 091245Z AUTO 00000KT 10SM CLR 14/12 A3000 RMK A01,KCGE,2024-10-09T12:45:00Z,38.5372,-76.0309,14.0,12.0,0,0.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
214,KBBG 091245Z 00000KT 10SM CLR 07/05 A3013,KBBG,2024-10-09T12:45:00Z,36.5259,-93.1969,7.0,5.0,0,0.0,,10+,30.13,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,403.0
215,KBAK 091245Z 00000KT 10SM CLR 07/07 A3011,KBAK,2024-10-09T12:45:00Z,39.2664,-85.8926,7.0,7.0,0,0.0,,10+,30.11,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
216,KATW 091245Z 01004KT 10SM SCT120 07/02 A3012,KATW,2024-10-09T12:45:00Z,44.2519,-88.526,7.0,2.0,10,4.0,,10+,30.12,,,,,,,,,,,SCT,12000.0,,,,,,,VFR,,,,,,,,,,,,METAR,266.0
217,KASJ 091245Z AUTO 00000KT 10SM CLR 12/12 A3003 RMK AO2 T01170117,KASJ,2024-10-09T12:45:00Z,36.2941,-77.1724,11.7,11.7,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
218,KANR 091245Z AUTO 02021KT 10SM CLR 27/16 A2996 RMK A01,KANR,2024-10-09T12:45:00Z,27.2264,-91.19,27.0,16.0,20,21.0,,10+,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,92.0
219,KANE 091245Z 00000KT 10SM CLR 05/02 A3006,KANE,2024-10-09T12:45:00Z,45.1426,-93.2127,5.0,2.0,0,0.0,,10+,30.06,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,276.0
220,K7W6 091245Z AUTO 00000KT 10SM CLR 16/12 A3000 RMK AO2 T01620122,K7W6,2024-10-09T12:45:00Z,35.5594,-75.955,16.2,12.2,0,0.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
221,K2G4 091245Z AUTO 29008G21KT 10SM CLR 09/01 A3000 RMK AO2 TSNO,K2G4,2024-10-09T12:45:00Z,39.5827,-79.3418,9.0,1.0,290,8.0,21.0,10+,30.0,,,True,True,,,True,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,908.0
222,K1A5 091245Z AUTO 00000KT 5SM BR OVC002 12/11 A3013 RMK AO2 T01150112,K1A5,2024-10-09T12:45:00Z,35.2228,-83.415,11.5,11.2,0,0.0,,5,30.13,,,True,True,,,,,,BR,OVC,200.0,,,,,,,LIFR,,,,,,,,,,,,METAR,611.0
223,K0W3 091245Z AUTO VRB03KT 10SM CLR 13/09 A2995 RMK AO2 T01340089 $,K0W3,2024-10-09T12:45:00Z,39.566,-76.202,13.4,8.9,VRB,3.0,,10+,29.95,,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,125.0
224,EHWO 091245Z AUTO 18005KT 130V210 9999 DZ SCT017 SCT021 BKN056 15/13 Q0987 BLU TEMPO FEW010 SCT017 BKN020,EHWO,2024-10-09T12:45:00Z,51.448,4.342,15.0,13.0,180,5.0,,6+,29.14,,,True,,,,,,,DZ,SCT,1700.0,SCT,2100.0,BKN,5600.0,,,VFR,,,,,,,,,,,,SPECI,15.0
225,CYXR 091245Z AUTO 29010G16KT 9SM FEW010 SCT014 BKN040 OVC081 04/03 A2984 RMK SLP118,CYXR,2024-10-09T12:45:00Z,47.698,-79.852,4.0,3.0,290,10.0,16.0,9,29.84,1011.8,,True,,,,,,,,FEW,1000.0,SCT,1400.0,BKN,4000.0,OVC,8100.0,VFR,,,,,,,,,,,,SPECI,244.0
226,CYUY 091245Z 26005KT 7SM -RA OVC006 03/03 A2980 RMK ST8 SLP107,CYUY,2024-10-09T12:45:00Z,48.209,-78.83,3.0,3.0,260,5.0,,7,29.8,1010.7,,,,,,,,,-RA,OVC,600.0,,,,,,,IFR,,,,,,,,,,,,SPECI,304.0
227,CYTL 091245Z AUTO 01003KT 350V060 2SM BR OVC003 00/ A3015 RMK VIS VRB 3/4-3 DP MISG SLP225,CYTL,2024-10-09T12:45:00Z,53.816,-89.892,0.0,,10,3.0,,2,30.15,1022.5,,True,,,,,,,BR,OVC,300.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,218.0
228,CYMO 091245Z AUTO 32003KT 9SM SCT024 OVC033 05/04 A2993 RMK SLP138,CYMO,2024-10-09T12:45:00Z,51.292,-80.607,5.0,4.0,320,3.0,,9,29.93,1013.8,,True,,,,,,,,SCT,2400.0,OVC,3300.0,,,,,VFR,,,,,,,,,,,,SPECI,8.0
229,CWPF 091245Z AUTO 05003KT 11/06 RMK AO1 SLP156 T01070057 53008,CWPF,2024-10-09T12:45:00Z,48.432,-123.439,10.7,5.7,50,3.0,,,0.0,1015.6,,True,True,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,METAR,5.0
230,MMPA 091244Z 00000KT 4SM BKN280 22/20 A2997 RMK 8/008 HZY RTS,MMPA,2024-10-09T12:44:00Z,20.601,-97.459,22.0,20.0,0,0.0,,4,29.97,,,,,,,,,,,BKN,28000.0,,,,,,,MVFR,,,,,,,,,,,,METAR,153.0
231,MMML 091244Z 00000KT 10SM SKC 22/19 A2982 RMK RTS,MMML,2024-10-09T12:44:00Z,32.631,-115.238,22.0,19.0,0,0.0,,10+,29.82,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
232,LEZL 091244Z 23021G33KT 3500 RA SCT010 OVC015 20/19 Q1010 NOSIG,LEZL,2024-10-09T12:44:00Z,37.418,-5.893,20.0,19.0,230,21.0,33.0,2.17,29.82,,,,,,True,,,,RA,SCT,1000.0,OVC,1500.0,,,,,IFR,,,,,,,,,,,,SPECI,26.0
233,KISM 091244Z AUTO 07010KT 10SM -RA SCT009 BKN023 OVC050 24/23 A2980 RMK AO2 TSB02E17 PNO $,KISM,2024-10-09T12:44:00Z,28.2924,-81.4371,24.0,23.0,70,10.0,,10+,29.8,,,True,True,True,,,,,-RA,SCT,900.0,BKN,2300.0,OVC,5000.0,,,MVFR,,,,,,,,,,,,SPECI,25.0
234,KFBG 091244Z AUTO 35003KT 10SM CLR 14/12 A3002 RMK AO2 SLP168 $,KFBG,2024-10-09T12:44:00Z,35.131,-78.932,14.0,12.0,350,3.0,,10+,30.02,1016.8,,True,True,True,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,69.0
235,ETSB 091244Z 19013KT 2500 RA BR BKN003 OVC010 12/12 Q0990 YLO YLO TEMPO RED,ETSB,2024-10-09T12:44:00Z,50.175,7.06,12.0,12.0,190,13.0,,1.55,29.23,,,,,,,,,,RA BR,BKN,300.0,OVC,1000.0,,,,,LIFR,,,,,,,,,,,,SPECI,477.0
236,EBDT 091244Z AUTO 14004KT 3400 RA FEW003/// OVC042/// 14/13 Q0988 YLO,EBDT,2024-10-09T12:44:00Z,51.005,5.067,14.0,13.0,140,4.0,,2.11,29.17,,,True,,,,,,,RA,FEW,300.0,OVC,4200.0,,,,,IFR,,,,,,,,,,,,SPECI,25.0
237,LEJR 091243Z 20019KT 1600 R20/0800N -DZ SCT008 BKN013 OVC020 21/20 Q1011 REDZ,LEJR,2024-10-09T12:43:00Z,36.751,-6.056,21.0,20.0,200,19.0,,0.99,29.85,,,,,,,,,,-DZ,SCT,800.0,BKN,1300.0,OVC,2000.0,,,LIFR,,,,,,,,,,,,SPECI,25.0
238,KORE 091243Z AUTO 21003KT 3SM BR BKN001 05/04 A2992 RMK AO2 T00500039,KORE,2024-10-09T12:43:00Z,42.57,-72.287,5.0,3.9,210,3.0,,3,29.92,,,True,True,,,,,,BR,BKN,100.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,165.0
239,KDDH 091243Z AUTO 00000KT 1SM BR SCT001 BKN046 06/05 A2991 RMK AO2 T00560050,KDDH,2024-10-09T12:43:00Z,42.8935,-73.2488,5.6,5.0,0,0.0,,1,29.91,,,True,True,,,,,,BR,SCT,100.0,BKN,4600.0,,,,,IFR,,,,,,,,,,,,SPECI,241.0
240,KCOF 091243Z AUTO 08015KT 1 7/8SM TSRA BR BKN013 25/23 A2976 RMK AO2 VIS 1 7/8V6 DZE00RAB00E11DZB11E15RAB15 TSB43 SLP082 $,KCOF,2024-10-09T12:43:00Z,28.242,-80.608,25.0,23.0,80,15.0,,1.88,29.76,1008.2,,True,True,True,,,,,TSRA BR,BKN,1300.0,,,,,,,IFR,,,,,,,,,,,,SPECI,1.0
241,KBRL 091243Z AUTO 21003KT 3SM BR CLR 09/08 A3008 RMK AO2 T00890078,KBRL,2024-10-09T12:43:00Z,40.7729,-91.1255,8.9,7.8,210,3.0,,3,30.08,,,True,True,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,SPECI,208.0
242,ETNN 091243Z 11007KT 6000 RA FEW020 OVC060 14/13 Q0989 WHT BLU TEMPO YLO,ETNN,2024-10-09T12:43:00Z,50.829,6.66,14.0,13.0,110,7.0,,3.73,29.2,,,,,,,,,,RA,FEW,2000.0,OVC,6000.0,,,,,MVFR,,,,,,,,,,,,SPECI,108.0
243,CYNA 091243Z AUTO 09022G27KT 2 1/2SM -RA BR BKN008 OVC014 10/09 A2979 RMK PCPN 0.8MM PAST HR SLP089,CYNA,2024-10-09T12:43:00Z,50.19,-61.789,10.0,9.0,90,22.0,27.0,2.5,29.79,1008.9,,True,,,,,,,-RA BR,BKN,800.0,OVC,1400.0,,,,,IFR,,,,,,,,,,,,SPECI,9.0
244,CYMH 091243Z AUTO 07003KT 040V100 5SM BR BKN006 OVC011 06/06 A3015 RMK SLP213,CYMH,2024-10-09T12:43:00Z,52.304,-55.833,6.0,6.0,70,3.0,,5,30.15,1021.3,,True,,,,,,,BR,BKN,600.0,OVC,1100.0,,,,,IFR,,,,,,,,,,,,SPECI,18.0
245,MMCV 091242Z 00000KT 10SM SKC 14/13 A3000 RMK ISOL CI,MMCV,2024-10-09T12:42:00Z,23.706,-98.959,14.0,13.0,0,0.0,,10+,30.0,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,230.0
246,LEMO 091242Z 21023KT 180V240 9999 FEW012 BKN030 22/17 Q1011 NOSIG,LEMO,2024-10-09T12:42:00Z,37.175,-5.616,22.0,17.0,210,23.0,,6+,29.85,,,,,,True,,,,,FEW,1200.0,BKN,3000.0,,,,,MVFR,,,,,,,,,,,,SPECI,82.0
247,KOTH 091242Z AUTO 00000KT 1/2SM FG OVC001 13/13 A3006 RMK AO2 RVRNO,KOTH,2024-10-09T12:42:00Z,43.4194,-124.244,13.0,13.0,0,0.0,,0.5,30.06,,,True,True,,,,,,FG,OVC,100.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,3.0
248,KGVQ 091242Z AUTO 10SM SCT060 A2994 RMK AO2 FZRANO $,KGVQ,2024-10-09T12:42:00Z,43.0298,-78.1665,,,,,,10+,29.94,,,True,True,True,,,True,,,SCT,6000.0,,,,,,,VFR,,,,,,,,,,,,SPECI,279.0
249,KAQW 091242Z AUTO 00000KT 3/4SM BR OVC002 05/05 A2992 RMK AO2 T00500050,KAQW,2024-10-09T12:42:00Z,42.6973,-73.1696,5.0,5.0,0,0.0,,0.75,29.92,,,True,True,,,,,,BR,OVC,200.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,196.0
250,K4I3 091242Z AUTO 31004KT 10SM CLR 10/05 A3008 RMK AO2,K4I3,2024-10-09T12:42:00Z,40.3268,-82.5201,10.0,5.0,310,4.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,361.0
251,EHKD 091242Z AUTO 18013KT 150V210 9999 SCT019 BKN022 BKN026 16/13 Q0986 WHT NOSIG,EHKD,2024-10-09T12:42:00Z,52.927,4.781,16.0,13.0,180,13.0,,6+,29.11,,,True,,,True,,,,,SCT,1900.0,BKN,2200.0,BKN,2600.0,,,MVFR,,,,,,,,,,,,SPECI,1.0
252,CYZF 091242Z 32013G20KT 15SM -RASN OVC049 06/04 A2953 RMK SC8 SLP011,CYZF,2024-10-09T12:42:00Z,62.475,-114.448,6.0,4.0,320,13.0,20.0,15,29.53,1001.1,,,,,,,,,-RA -SN,OVC,4900.0,,,,,,,VFR,,,,,,,,,,,,SPECI,202.0
253,UUWW 091241Z 35003MPS 9999 OVC004 06/05 Q1013 R01/190055 NOSIG,UUWW,2024-10-09T12:41:00Z,55.592,37.261,6.0,5.0,350,6.0,,6+,29.91,,,,,,True,,,,,OVC,400.0,,,,,,,LIFR,,,,,,,,,,,,SPECI,195.0
254,PAMM 091241Z AUTO 18005KT 10SM FEW014 BKN027 OVC050 09/07 A2981 RMK AO2 RAE28 P0001 $,PAMM,2024-10-09T12:41:00Z,55.131,-131.578,9.0,7.0,180,5.0,,10+,29.81,,,True,True,True,,,,,,FEW,1400.0,BKN,2700.0,OVC,5000.0,,,MVFR,,,,,,0.01,,,,,,SPECI,
255,LEMD 091241Z 20011G23KT 160V220 6000 DZ FEW015 BKN028 18/16 Q1003 WS R14L WS R14R NOSIG,LEMD,2024-10-09T12:41:00Z,40.466,-3.555,18.0,16.0,200,11.0,23.0,3.73,29.62,,,,,,True,,,,DZ,FEW,1500.0,BKN,2800.0,,,,,MVFR,,,,,,,,,,,,SPECI,589.0
256,LEBA 091241Z 24012KT 210V290 9999 SCT014 BKN020 22/18 Q1009,LEBA,2024-10-09T12:41:00Z,37.842,-4.849,22.0,18.0,240,12.0,,6+,29.79,,,,,,,,,,,SCT,1400.0,BKN,2000.0,,,,,MVFR,,,,,,,,,,,,SPECI,88.0
257,KSFY 091241Z AUTO 00000KT 10SM CLR 06/05 A3008 RMK AO2,KSFY,2024-10-09T12:41:00Z,42.0454,-90.1101,6.0,5.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
258,EHEH 091241Z AUTO 16006KT 110V200 9999 -RA FEW009 FEW015CB BKN079 OVC084 14/13 Q0988 BLU TEMPO 4500 RA SCT010 BKN015,EHEH,2024-10-09T12:41:00Z,51.45,5.377,14.0,13.0,160,6.0,,6+,29.17,,,True,,,,,,,-RA,FEW,900.0,FEW,1500.0,BKN,7900.0,OVC,8400.0,VFR,,,,,,,,,,,,SPECI,20.0
259,UWOO 091240Z 31002MPS 9999 SCT007CB 19/M00 Q1004 R26/60D NOSIG RMK QFE743/0990,UWOO,2024-10-09T12:40:00Z,51.795,55.457,19.0,0.0,310,4.0,,6+,29.65,,,,,,True,,,,,SCT,700.0,,,,,,,VFR,,,,,,,,,,,,SPECI,90.0
260,UAAA 091240Z VRB01MPS 5000 FU NSC 18/07 Q1016 TEMPO 3000,UAAA,2024-10-09T12:40:00Z,43.35,77.027,18.0,7.0,VRB,2.0,,3.11,30.0,,,,,,,,,,FU,CLR,,,,,,,,MVFR,,,,,,,,,,,,SPECI,673.0
261,PKWA 091240Z AUTO 00000KT 10SM CLR 28/25 A2983 RMK AO2 T02800250,PKWA,2024-10-09T12:40:00Z,8.72,167.724,28.0,25.0,0,0.0,,10+,29.83,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
262,PASH 091240Z AUTO 35012KT 10SM FEW017 OVC032 02/M01 A2984 RMK AO2 RAB16E25UPB25E32 P0001 FZRANO,PASH,2024-10-09T12:40:00Z,66.252,-166.084,2.0,-1.0,350,12.0,,10+,29.84,,,True,True,,,,True,,,FEW,1700.0,OVC,3200.0,,,,,VFR,,,,,,0.01,,,,,,SPECI,3.0
263,MMPN 091240Z 00000KT 12SM SCT300 16/15 A3015 RMK 8/001 HZY AC RTS,MMPN,2024-10-09T12:40:00Z,19.396,-102.041,16.0,15.0,0,0.0,,12,30.15,,,,,,,,,,,SCT,30000.0,,,,,,,VFR,,,,,,,,,,,,METAR,1602.0
264,MMAN 091240Z 29005KT 15SM SKC 18/14 A3006 RMK RTS,MMAN,2024-10-09T12:40:00Z,25.865,-100.239,18.0,14.0,290,5.0,,15,30.06,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,447.0
265,KXNX 091240Z AUTO 00000KT 10SM CLR 10/08 A3011 RMK A01,KXNX,2024-10-09T12:40:00Z,36.3745,-86.41,10.0,8.0,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,178.0
